ts,node,bytes_read,bytes_written,bytes_in,bytes_out,ff_in,ff_out,queued_count,queued_bytes,ffrepo_used,content_used,prov_used,heap_used,gc_ms
1788783065,nifi-1,0,238236467200,0,0,0,0,0,0,786432,15145893888,7077888,612647552,7680
1788783076,nifi-0,0,241793236992,0,0,0,0,0,0,786432,22515286016,7077888,575367824,6707
1788783077,nifi-1,0,238035140608,0,0,0,0,0,0,786432,14181990400,7077888,822953656,7758
1788783088,nifi-0,0,242195890176,0,0,0,0,0,0,1048576,15913713664,7340032,500303320,6752
1788783089,nifi-1,0,238907555840,0,0,0,0,0,0,786432,8126201856,7077888,544511464,7817
1788783100,nifi-0,0,242799869952,0,0,0,0,1,67108864,786432,9422503936,7602176,647313016,6796
1788783101,nifi-1,0,238706229248,0,0,0,0,0,0,786432,16824926208,7602176,544740352,7869
1788783111,nifi-0,0,242732761088,0,0,0,0,0,0,1048576,18523619328,7602176,926701808,6839
1788783112,nifi-1,0,238974664704,0,0,0,0,0,0,786432,10919346176,7602176,893359112,7930
1788783123,nifi-0,0,242799869952,0,0,0,0,0,0,1048576,12176326656,7864320,576925160,6883
1788783124,nifi-1,0,238572011520,0,0,0,0,0,0,786432,19912720384,7602176,824334976,7986
1788783135,nifi-0,0,242665652224,0,0,0,0,0,0,1048576,21968453632,7864320,925483272,6923
1788783136,nifi-1,0,238974664704,0,0,0,0,0,0,786432,13928235008,8650752,546269504,8034
1788783147,nifi-0,0,243739394048,0,0,0,0,0,0,1048576,15416164352,7864320,925784816,6965
1788783148,nifi-1,0,238773338112,0,0,0,0,0,0,786432,19376373760,7864320,756151600,8088
1788783159,nifi-0,0,243135414272,0,0,0,0,0,0,1048576,25121259520,8126464,573911256,7005
1788783159,nifi-1,0,238370684928,0,0,0,0,0,0,786432,16828334080,8388608,544772360,8155
1788783170,nifi-0,0,242934087680,0,0,0,0,0,0,1048576,17926717440,8388608,792500216,7060
1788783171,nifi-1,0,237900922880,0,0,0,0,0,0,1048576,10471866368,8388608,899695680,8215
1788783182,nifi-0,0,242665652224,0,0,0,0,0,0,1048576,11294998528,8650752,650135616,7120
